"","targetRisk","targetReturn","ALASKA.AIR","BESTBUY","COCACOLA","FACEBOOK","HILTON","HP","JPMORGAN","MARRIOTT","UNITED","VERIZON"
"19",0.02754258109174,0.0102705986394558,0.0513248538655139,0.00972367354133707,0.370533834495483,0.20116466060518,0.00930977967194565,0,0.152151784420978,0,0.0398685109038974,0.165922902495665
"20",0.0275663285483825,0.0105085578231293,0.0506947144062797,0.0129348040599628,0.352141672728883,0.213302697617065,0.00391323260369189,0,0.157857357591997,0,0.0473146567670519,0.161840864225069
"21",0.0276509364875779,0.0107465170068027,0.0502161428716324,0.0159223363498908,0.333172665707165,0.225447572887247,0,0,0.163392560829217,0,0.0543452217904088,0.157503499564439
"22",0.0277975056407723,0.0109844761904762,0.0501374329700626,0.0183199789707211,0.31268184405103,0.23761048863095,0,0,0.16847829957623,0,0.0602794147830064,0.152492541017999
"23",0.0280034317155954,0.0112224353741497,0.0505817257490462,0.0187322536578016,0.293370365788023,0.247370058174717,0,0,0.171630575735982,0.00736397742220241,0.0636988033231086,0.147252240149119
"24",0.0282591068668517,0.0114603945578231,0.0513366414837638,0.0179653740523103,0.27475932586734,0.255702226812075,0,0,0.173634525346009,0.0191015852633219,0.0656245934149186,0.141875727760261
"25",0.0285624171657805,0.0116983537414966,0.0520915572184814,0.017198494446819,0.256148285946658,0.264034395449433,0,0,0.175638474956036,0.0308391931044411,0.0675503835067286,0.136499215371402
"26",0.0289118634503176,0.0119363129251701,0.052846472953199,0.0164316148413277,0.237537246025976,0.272366564086791,0,0,0.177642424566064,0.0425768009455604,0.0694761735985385,0.131122702982544
"27",0.0293057953716556,0.0121742721088435,0.0536013886879166,0.0156647352358364,0.218926206105294,0.280698732724148,0,0,0.179646374176091,0.0543144087866798,0.0714019636903484,0.125746190593686
"28",0.029742445375905,0.012412231292517,0.0543563044226342,0.0148978556303451,0.200315166184612,0.289030901361506,0,0,0.181650323786118,0.0660520166277991,0.0733277537821584,0.120369678204827
"29",0.0302199618115218,0.0126501904761905,0.0551112201573518,0.0141309760248539,0.18170412626393,0.297363069998864,0,0,0.183654273396145,0.0777896244689184,0.0752535438739683,0.114993165815969
"30",0.0307364400544173,0.0128881496598639,0.0558661358920694,0.0133640964193626,0.163093086343248,0.305695238636222,0,0,0.185658223006173,0.0895272323100379,0.0771793339657783,0.10961665342711
"31",0.031289950829708,0.0131261088435374,0.056621051626787,0.0125972168138713,0.144482046422565,0.31402740727358,0,0,0.1876621726162,0.101264840151157,0.0791051240575881,0.104240141038251
"32",0.0318785651968545,0.0133640680272109,0.0573759673615046,0.0118303372083801,0.125871006501883,0.322359575910937,0,0,0.189666122226227,0.113002447992277,0.0810309141493981,0.098863628649393
"33",0.0325003759281714,0.0136020272108844,0.0581308830962222,0.0110634576028888,0.107259966581201,0.330691744548295,0,0,0.191670071836254,0.124740055833396,0.082956704241208,0.0934871162605346
"34",0.0331535152331186,0.0138399863945578,0.0588857988309398,0.0102965779973976,0.0886489266605191,0.339023913185653,0,0,0.193674021446281,0.136477663674515,0.0848824943330179,0.0881106038716762
"35",0.033836168954694,0.0140779455782313,0.0596407145656574,0.00952969839190631,0.0700378867398371,0.34735608182301,0,0,0.195677971056309,0.148215271515634,0.0868082844248279,0.0827340914828178
"36",0.0345465874888732,0.0143159047619048,0.060395630300375,0.00876281878641504,0.0514268468191547,0.355688250460368,0,0,0.197681920666336,0.159952879356754,0.0887340745166378,0.0773575790939592
"37",0.0352830937574917,0.0145538639455782,0.0611505460350926,0.00799593918092378,0.0328158068984727,0.364020419097726,0,0,0.199685870276363,0.171690487197873,0.0906598646084478,0.0719810667051008
"38",0.0360440886061963,0.0147918231292517,0.0619054617698102,0.00722905957543253,0.0142047669777907,0.372352587735084,0,0,0.20168981988639,0.183428095038993,0.0925856547002577,0.0666045543162424
"39",0.0368286060157559,0.0150297823129252,0.0618160380365314,0.00580460473030215,0,0.380831768201328,0,0,0.202944198255823,0.195801730872186,0.0955731117268404,0.0572285481769894
"40",0.0376482922251014,0.0152677414965986,0.0590046664011398,0.0022602850537144,0,0.389784879538259,0,0,0.201782138754999,0.210225768379503,0.101983128275252,0.0349591335971326
"41",0.0385065437496022,0.0155057006802721,0.0558857212517893,0,0,0.399022051366337,0,0,0.200331204407704,0.223663480588872,0.108741598529078,0.0123559438562195
"42",0.0394226511930467,0.0157436598639456,0.0447529476731684,0,0,0.411663420506491,0,0,0.181424368461481,0.238536782844069,0.123622480514791,0
"43",0.0405276118767468,0.015981619047619,0.0250986760639486,0,0,0.427616686822306,0,0,0.143190802010996,0.25702721108668,0.14706662401607,0
"44",0.0418311117959939,0.0162195782312925,0.00544440445472821,0,0,0.443569953138121,0,0,0.10495723556051,0.275517639329291,0.17051076751735,0
"45",0.0433293842170932,0.016457537414966,0,0,0,0.460951986417779,0,0,0.0550385980536385,0.296889722371516,0.187119693157066,0
"46",0.045039471690334,0.0166954965986395,0,0,0,0.478881441086966,0,0,0.00064291285719011,0.319365889924698,0.201109756131147,0
"47",0.0488331149424662,0.0169334557823129,0,0,0,0.52035036631648,0,0,0,0.126953823538803,0.352695810144717,0
"48",0.0565739536006044,0.0171714149659864,0,0,0,0.466205747605169,0,0,0,0,0.533794252394831,0
"49",0.0724629369998983,0.0174093741496599,0,0,0,0.233102873802583,0,0,0,0,0.766897126197417,0
"50",0.0936014079550563,0.0176473330703676,0,0,0,0.000000257599111264106,0,0,0,0,0.999999742400888,0
