Date,Open,High,Low,Close,Adj Close,Volume,Returns
3/28/18,167.25,170.020004,165.190002,166.479996,162.24852,41668500,-0.011110405
3/29/18,167.809998,171.75,166.899994,167.779999,163.515457,38398500,0.00777829
4/2/18,166.639999,168.940002,164.470001,166.679993,162.44342,37586800,-0.006577768
4/3/18,167.639999,168.75,164.880005,168.389999,164.10997,30278000,0.010206995
4/4/18,164.880005,172.009995,164.770004,171.610001,167.248123,34605500,0.018941724
4/5/18,172.580002,174.229996,172.080002,172.800003,168.407867,26933200,0.006910341
4/6/18,170.970001,172.479996,168.199997,168.380005,164.100235,35005300,-0.025911387
4/9/18,169.880005,173.089996,169.850006,170.050003,165.727783,29017700,0.009869151
4/10/18,173,174,171.529999,173.25,168.846451,28408600,0.018643147
4/11/18,172.229996,173.919998,171.699997,172.440002,168.057022,22431600,-0.004686389
4/12/18,173.410004,175,173.039993,174.139999,169.713821,22889300,0.009810274
4/13/18,174.779999,175.839996,173.850006,174.729996,170.288803,25124300,0.003382224
4/16/18,175.029999,176.190002,174.830002,175.820007,171.35112,21578400,0.006218948
4/17/18,176.490005,178.940002,176.410004,178.240005,173.709595,26605400,0.013670126
4/18/18,177.809998,178.820007,176.880005,177.839996,173.319763,20754500,-0.002246681
4/19/18,173.759995,175.389999,172.660004,172.800003,168.407867,34808800,-0.028749413
4/20/18,170.600006,171.220001,165.429993,165.720001,161.507813,65491100,-0.041835298
4/23/18,166.830002,166.919998,164.089996,165.240005,161.040039,36515500,-0.002900496
4/24/18,165.669998,166.330002,161.220001,162.940002,158.798492,33692000,-0.014016971
4/25/18,162.619995,165.419998,162.410004,163.649994,159.490433,28382100,0.004347887
4/26/18,164.119995,165.729996,163.369995,164.220001,160.045959,27963000,0.003477079
4/27/18,164,164.330002,160.630005,162.320007,158.194244,35655800,-0.011637347
4/30/18,162.130005,167.259995,161.839996,165.259995,161.059509,42427400,0.017950247
5/1/18,166.410004,169.199997,165.270004,169.100006,164.801895,53569400,0.022970198
5/2/18,175.229996,177.75,173.800003,176.570007,172.082062,66539400,0.043227351
5/3/18,175.880005,177.5,174.440002,176.889999,172.393906,34068200,0.001810542
5/4/18,178.25,184.25,178.169998,183.830002,179.157516,56201300,0.038483387
5/7/18,185.179993,187.669998,184.75,185.160004,180.45372,42451400,0.007208949
5/8/18,184.990005,186.220001,183.669998,186.050003,181.321091,28402800,0.004795097
5/9/18,186.550003,187.399994,185.220001,187.360001,182.597794,23211200,0.007016444
5/10/18,187.740005,190.369995,187.649994,190.039993,185.209671,27989300,0.014202653
5/11/18,189.490005,190.059998,187.449997,188.589996,184.505264,26212200,-0.003810546
5/14/18,189.009995,189.529999,187.860001,188.149994,184.074799,20778800,-0.002335803
5/15/18,186.779999,187.070007,185.100006,186.440002,182.40184,23695200,-0.009130026
5/16/18,186.070007,188.460007,186,188.179993,184.104141,19183100,0.009289416
5/17/18,188,188.910004,186.360001,186.990005,182.939926,17294000,-0.006343755
5/18/18,187.190002,187.809998,186.130005,186.309998,182.274643,18297700,-0.003643249
5/21/18,188,189.270004,186.910004,187.630005,183.566071,18400800,0.007060086
5/22/18,188.380005,188.880005,186.779999,187.160004,183.106216,15240700,-0.002508263
5/23/18,186.350006,188.5,185.759995,188.360001,184.280273,20058400,0.006391422
5/24/18,188.770004,188.839996,186.210007,188.149994,184.074799,23234000,-0.00111563
5/25/18,188.229996,189.649994,187.649994,188.580002,184.495499,17461000,0.002282876
5/29/18,187.600006,188.75,186.869995,187.899994,183.830231,22514100,-0.003612393
5/30/18,187.720001,188,186.779999,187.5,183.438889,18690500,-0.002131092
5/31/18,187.220001,188.229996,186.139999,186.869995,182.82251,27482800,-0.003365791
6/1/18,187.990005,190.259995,187.75,190.240005,186.119507,23442500,0.017873187
6/4/18,191.639999,193.419998,191.350006,191.830002,187.675095,26266200,0.008323272
6/5/18,193.070007,193.940002,192.360001,193.309998,189.123032,21566000,0.007685517
6/6/18,193.630005,194.080002,191.919998,193.979996,189.778519,20933600,0.003459937
6/7/18,194.139999,194.199997,192.339996,193.460007,189.269806,21347200,-0.002684161
6/8/18,191.169998,192,189.770004,191.699997,187.547913,26656800,-0.009139193
6/11/18,191.350006,191.970001,190.210007,191.229996,187.088089,18308500,-0.002454779
6/12/18,191.389999,192.610001,191.149994,192.279999,188.115341,16911100,0.005475721
6/13/18,192.419998,192.880005,190.440002,190.699997,186.569565,21638400,-0.008251118
6/14/18,191.550003,191.570007,190.220001,190.800003,186.667404,21610100,0.000524273
6/15/18,190.029999,190.160004,188.259995,188.839996,184.749863,61719200,-0.010325627
6/18/18,187.880005,189.220001,187.199997,188.740005,184.652008,18484900,-0.000529802
6/19/18,185.139999,186.330002,183.449997,185.690002,181.668076,33578500,-0.016291752
6/20/18,186.350006,187.199997,185.729996,186.5,182.460541,20628700,0.004352672
6/21/18,187.25,188.350006,184.940002,185.460007,181.443069,25711900,-0.005592001
6/22/18,186.119995,186.149994,184.699997,184.919998,180.914749,27200400,-0.002916015
6/25/18,183.399994,184.919998,180.729996,182.169998,178.224304,31663100,-0.014983028
6/26/18,182.990005,186.529999,182.539993,184.429993,180.435379,24569200,0.012329811
6/27/18,185.229996,187.279999,184.029999,184.160004,180.171219,25285300,-0.001465087
6/28/18,184.100006,186.210007,183.800003,185.5,181.482208,17365200,0.007250006
6/29/18,186.289993,187.190002,182.910004,185.110001,181.100647,22737700,-0.002104684
7/2/18,183.820007,187.300003,183.419998,187.179993,183.125809,17731300,0.01112046
7/3/18,187.789993,187.949997,183.539993,183.919998,179.936417,13954800,-0.017569848
7/5/18,185.259995,186.410004,184.279999,185.399994,181.384354,16604200,0.008014733
7/6/18,185.419998,188.429993,185.199997,187.970001,183.898682,17485200,0.013766682
7/9/18,189.5,190.679993,189.300003,190.580002,186.452164,19756600,0.013789748
7/10/18,190.710007,191.279999,190.179993,190.350006,186.227173,15939100,-0.001207424
7/11/18,188.5,189.779999,187.610001,187.880005,183.810638,18831500,-0.013061202
7/12/18,189.529999,191.410004,189.309998,191.029999,186.89241,18041100,0.016627017
7/13/18,191.080002,191.839996,190.899994,191.330002,187.185898,12513900,0.001569126
7/16/18,191.520004,192.649994,190.419998,190.910004,186.775024,15043100,-0.002197418
7/17/18,189.75,191.869995,189.199997,191.449997,187.303299,15534500,0.00282441
7/18/18,191.779999,191.800003,189.929993,190.399994,186.276047,16393400,-0.005499526
7/19/18,189.690002,192.550003,189.690002,191.880005,187.72403,20286800,0.007743262
7/20/18,191.779999,192.429993,190.169998,191.440002,187.293564,20676200,-0.002295712
7/23/18,190.679993,191.960007,189.559998,191.610001,187.459839,15989400,0.000887384
7/24/18,192.449997,193.660004,192.050003,193,188.819748,18697900,0.007228215
7/25/18,193.059998,194.850006,192.429993,194.820007,190.600342,16709900,0.00938594
7/26/18,194.610001,195.960007,193.610001,194.210007,190.00354,19076000,-0.003136082
7/27/18,194.990005,195.190002,190.100006,190.979996,186.843521,24024000,-0.016771223
7/30/18,191.899994,192.199997,189.070007,189.910004,185.796677,21029500,-0.005618539
7/31/18,190.300003,192.139999,189.339996,190.289993,186.168427,39373000,0.001998844
8/1/18,199.130005,201.759995,197.309998,201.5,197.135651,67935700,0.05724029
8/2/18,200.580002,208.380005,200.350006,207.389999,202.898071,62404000,0.028811664
8/3/18,207.029999,208.740005,205.479996,207.990005,203.485062,33447400,0.002888857
8/6/18,208,209.25,207.070007,209.070007,204.541672,25425400,0.005179133
8/7/18,209.320007,209.5,206.759995,207.110001,202.62413,25587400,-0.009419043
8/8/18,206.050003,207.809998,204.520004,207.25,202.761124,22525500,0.000675871
8/9/18,209.529999,209.779999,207.199997,208.880005,204.355804,23492600,0.007834055
8/10/18,207.360001,209.100006,206.669998,207.529999,203.747101,24611200,-0.002983088
8/13/18,209.309998,210.949997,207.699997,208.869995,205.062668,25890900,0.006436106
8/14/18,210.160004,210.559998,208.259995,209.75,205.926666,20748000,0.004204485
8/15/18,209.220001,210.740005,208.330002,210.240005,206.407715,28807600,0.002333297
8/16/18,211.75,213.809998,211.470001,213.320007,209.43158,28500400,0.014543687
8/17/18,213.440002,217.949997,213.160004,217.580002,213.613892,35427000,0.019773044
8/20/18,218.100006,219.179993,215.110001,215.460007,211.532562,30287700,-0.009791198
8/21/18,216.800003,217.190002,214.029999,215.039993,211.120209,26159800,-0.001951262
8/22/18,214.100006,216.360001,213.839996,215.050003,211.130035,19018100,4.65411E-05
8/23/18,214.649994,217.050003,214.600006,215.490005,211.562012,18883200,0.002043933
8/24/18,216.600006,216.899994,215.110001,216.160004,212.219803,18476400,0.003104388
8/27/18,217.149994,218.740005,216.330002,217.940002,213.967346,20525100,0.00820087
8/28/18,219.009995,220.539993,218.919998,219.699997,215.695267,22776800,0.008043196
8/29/18,220.149994,223.490005,219.410004,222.979996,218.915482,27254800,0.014819118
8/30/18,223.25,228.259995,222.399994,225.029999,220.928101,48793800,0.009151585
8/31/18,226.509995,228.869995,226,227.630005,223.480713,43340100,0.011487801
9/4/18,228.410004,229.179993,226.630005,228.360001,224.197418,27390100,0.003201879
9/5/18,228.990005,229.669998,225.100006,226.869995,222.734589,33333000,-0.006546115
9/6/18,226.229996,227.350006,221.300003,223.100006,219.03331,34290000,-0.01675706
9/7/18,221.850006,225.369995,220.710007,221.300003,217.266113,37619800,-0.008100889
9/10/18,220.949997,221.850006,216.470001,218.330002,214.350235,39516500,-0.01351164
9/11/18,218.009995,224.300003,216.559998,223.850006,219.769638,35749000,0.024968608
9/12/18,224.940002,225,219.839996,221.070007,217.040298,49278700,-0.012496856
9/13/18,223.520004,228.350006,222.570007,226.410004,222.282959,41706400,0.023868119
9/14/18,225.75,226.839996,222.520004,223.839996,219.759811,31999300,-0.011415979
9/17/18,222.149994,222.949997,217.270004,217.880005,213.908447,37195100,-0.026987076
9/18/18,217.789993,221.850006,217.119995,218.240005,214.261887,31571700,0.001650932
9/19/18,218.5,219.619995,215.300003,218.369995,214.389496,27123800,0.000595398
9/20/18,220.240005,222.279999,219.149994,220.029999,216.019272,26608800,0.00757319
9/21/18,220.779999,221.360001,217.289993,217.660004,213.692459,96246700,-0.010829752
9/24/18,216.820007,221.259995,216.630005,220.789993,216.765396,27693400,0.01427777
9/25/18,219.75,222.820007,219.699997,222.190002,218.139877,24554400,0.00632085
9/26/18,221,223.75,219.759995,220.419998,216.402145,23984700,-0.007998036
9/27/18,223.820007,226.440002,223.539993,224.949997,220.849579,30181200,0.020343373
9/28/18,224.789993,225.839996,224.020004,225.740005,221.625168,22929400,0.003505691
10/1/18,227.949997,229.419998,226.350006,227.259995,223.117462,23600800,0.006710846
10/2/18,227.25,230,226.630005,229.279999,225.100647,24788200,0.008849254
10/3/18,230.050003,233.470001,229.779999,232.070007,227.839798,28654800,0.012095119
10/4/18,230.779999,232.350006,226.729996,227.990005,223.834167,32042000,-0.01773729
10/5/18,227.960007,228.410004,220.580002,224.289993,220.201599,33580500,-0.016361966
10/8/18,222.210007,224.800003,220.199997,223.770004,219.691101,29663900,-0.002321013
10/9/18,223.639999,227.270004,222.25,226.869995,222.734589,26891000,0.013758405
10/10/18,225.460007,226.350006,216.050003,216.360001,212.416153,41990600,-0.047433542
10/11/18,214.520004,219.5,212.320007,214.449997,210.54097,53124400,-0.00886707
10/12/18,220.419998,222.880005,216.839996,222.110001,218.06134,40337900,0.035096133
10/15/18,221.160004,221.830002,217.270004,217.360001,213.397919,30791000,-0.021617812
10/16/18,218.929993,222.990005,216.759995,222.149994,218.100601,29184000,0.021797842
10/17/18,222.300003,222.639999,219.339996,221.190002,217.158112,22885400,-0.004330714
10/18/18,217.860001,219.740005,213,216.020004,212.082352,32581300,-0.023651063
10/19/18,218.059998,221.259995,217.429993,219.309998,215.312363,33078700,0.015115173
10/22/18,219.789993,223.360001,218.940002,220.649994,216.627945,28792100,0.006091518
10/23/18,215.830002,223.25,214.699997,222.729996,218.670029,38767800,0.009382534
10/24/18,222.600006,224.229996,214.539993,215.089996,211.169296,40925500,-0.034903714
10/25/18,217.710007,221.380005,216.75,219.800003,215.793457,29855800,0.02166157
10/26/18,215.899994,220.190002,212.669998,216.300003,212.357239,47258400,-0.016051786
10/29/18,219.190002,219.690002,206.089996,212.240005,208.371262,45935500,-0.018948544
10/30/18,211.149994,215.179993,209.270004,213.300003,209.411926,36660000,0.004981848
10/31/18,216.880005,220.449997,216.619995,218.860001,214.87059,38358900,0.02573269
11/1/18,219.050003,222.360001,216.809998,222.220001,218.169342,58323200,0.015235619
11/2/18,209.550003,213.649994,205.429993,207.479996,203.697998,91328700,-0.068633064
11/5/18,204.300003,204.389999,198.169998,201.589996,197.915375,66163700,-0.028798955
11/6/18,201.919998,204.720001,201.690002,203.770004,200.055649,31882900,0.010756033
11/7/18,205.970001,210.059998,204.130005,209.949997,206.122986,33424400,0.029877437
11/8/18,209.979996,210.119995,206.75,208.490005,205.403809,25362600,-0.003495168
11/9/18,205.550003,206.009995,202.25,204.470001,201.443298,34365800,-0.019469899
11/12/18,199,199.850006,193.789993,194.169998,191.295761,51135500,-0.051687225
11/13/18,191.630005,197.179993,191.449997,192.229996,189.384476,46882900,-0.010041504
11/14/18,193.899994,194.479996,185.929993,186.800003,184.034882,60801000,-0.028653898
11/15/18,188.389999,191.970001,186.899994,191.410004,188.57663,46478800,0.024379134
11/16/18,190.5,194.970001,189.460007,193.529999,190.665237,36928300,0.011014755
11/19/18,190,190.699997,184.990005,185.860001,183.10878,41925300,-0.040438802
11/20/18,178.369995,181.470001,175.509995,176.979996,174.360245,67825200,-0.04895687
11/21/18,179.729996,180.270004,176.550003,176.779999,174.163193,31124200,-0.001130782
11/23/18,174.940002,176.600006,172.100006,172.289993,169.739655,23624000,-0.025726928
11/26/18,174.240005,174.949997,170.259995,174.619995,172.035172,44998500,0.013433122
11/27/18,171.509995,174.770004,170.880005,174.240005,171.660797,41387400,-0.002178525
11/28/18,176.729996,181.289993,174.929993,180.940002,178.261627,46062500,0.037731867
11/29/18,182.660004,182.800003,177.699997,179.550003,176.892197,41770000,-0.007711795
11/30/18,180.289993,180.330002,177.029999,178.580002,175.936554,39531500,-0.005417049
12/3/18,184.460007,184.940002,181.210007,184.820007,182.084183,40802500,0.034345683
12/4/18,180.949997,182.389999,176.270004,176.690002,174.074539,41344300,-0.044985532
12/6/18,171.759995,174.779999,170.419998,174.720001,172.133682,43098400,-0.011212197
12/7/18,173.490005,174.490005,168.300003,168.490005,165.995926,42281600,-0.03630815
12/10/18,165,170.089996,163.330002,169.600006,167.089478,62026000,0.006566219
12/11/18,171.660004,171.789993,167,168.630005,166.13385,47281700,-0.005735677
12/12/18,170.399994,171.919998,169.020004,169.100006,166.596878,35627700,0.002783201
12/13/18,170.490005,172.570007,169.550003,170.949997,168.419479,31898600,0.010880776
12/14/18,169,169.080002,165.279999,165.479996,163.030457,40703700,-0.03252073
12/17/18,165.449997,168.350006,162.729996,163.940002,161.51326,44287900,-0.009349792
12/18/18,165.380005,167.529999,164.389999,166.070007,163.61174,33841500,0.012908937
12/19/18,166,167.449997,159.089996,160.889999,158.508408,49047300,-0.031688543
12/20/18,160.399994,162.110001,155.300003,156.830002,154.508499,64773000,-0.025558535
12/21/18,156.860001,158.160004,149.630005,150.729996,148.498795,95744600,-0.039672261
12/24/18,148.149994,151.550003,146.589996,146.830002,144.65654,37169200,-0.026214601
12/26/18,148.300003,157.229996,146.720001,157.169998,154.843475,58582500,0.068052525
12/27/18,155.839996,156.770004,150.070007,156.149994,153.838562,53117100,-0.006511014
12/28/18,157.5,158.520004,154.550003,156.229996,153.917389,42291400,0.00051227
